,artist,danceability,date,energy,featuring,genre,key,mode,rank,spotifyID,tempo,timesignature,track,valence
53,Barbara Mason,0.54,1973-03-31,0.597,none,classic soul,4.0,0.0,54,3rNgQNJ8dFcTxabYUnFwXd,85.471,4.0,Give Me Your Love,0.768
54,Joe Stampley,2.0,1973-03-31,2.0,none,NA,2.0,2.0,55,NA,2.0,2.0,Soul Song,2.0
55,Neil Diamond,0.34,1973-03-31,0.948,none,adult standards,9.0,1.0,56,18ocy9Be9SxWEEnOLGDfkS,172.349,4.0,"""Cherry Cherry"" from Hot August Night",0.604
56,James Brown,0.538,1973-03-31,0.535,none,christmas,1.0,1.0,57,0jOnm3CL79MflZQSZiimpg,173.67,4.0,Down And Out In New York City,0.835
57,New York City,0.842,1973-03-31,0.641,none,classic soul,0.0,1.0,58,2G5ohWJfctEeCfYFKzQIkO,117.194,4.0,I'm Doin' Fine Now,0.82
58,Ohio Players,0.681,1973-03-31,0.651,none,classic soul,2.0,0.0,59,4SGcV28NuS1IdCaEsnYKi5,86.604,4.0,Funky Worm,0.96
59,Faces,0.728,1973-03-31,0.806,none,album rock,10.0,1.0,60,3w0ZmyR5gMRPZvqQA3p2G2,107.636,4.0,Cindy Incidentally,0.944
60,The Grass Roots,2.0,1973-03-31,2.0,none,NA,2.0,2.0,61,NA,2.0,2.0,Love Is What You Make It,2.0
61,Johnny Rivers,0.402,1973-03-31,0.701,none,brill building pop,9.0,1.0,62,1yZOeMCm8ko2pwc21dcXXi,175.429,4.0,Blue Suede Shoes,0.962
62,Focus,0.262,1973-03-31,0.818,none,album rock,2.0,1.0,63,2uzyiRdvfNI5WxUiItv1y9,183.629,4.0,Hocus Pocus,0.395
63,Hurricane Smith,0.567,1973-03-31,0.655,none,NA,7.0,1.0,64,0kMGzfjUkE4pYUCuVaO0Ir,118.661,4.0,Who Was It?,0.776
64,Candi Staton,2.0,1973-03-31,2.0,none,NA,2.0,2.0,65,NA,2.0,2.0,Do It In The Name Of Love,2.0
65,The Hollies,0.551,1973-03-31,0.683,none,adult standards,4.0,1.0,66,0xobShHrREruqFBUeXHytE,92.582,4.0,Magic Woman Touch,0.706
66,Albert Hammond,0.602,1973-03-31,0.605,none,bubblegum pop,7.0,0.0,67,3uhCXccMeZyjFrUGC7J2fs,77.541,4.0,If You Gotta Break Another Heart,0.676
67,Joe Cocker,0.634,1973-03-31,0.56,none,blues-rock,7.0,0.0,68,2n4r6bOB36BqmbbpriXCw1,107.906,3.0,Pardon Me Sir,0.727
